institute_short,program_name,category,quota,pool,round_no,closing_rank_avg,closing_rank_std,latest_recorded_year
IIT-Kanpur,Aerospace Engineering,GEN,AI,Female-Only,1,8983.0,0.0,2021
IIT-Bhubaneswar,Civil Engineering and M. Tech. in Structural Engineering,GEN,AI,Female-Only,1,18954.0,0.0,2021
IIT-Gandhinagar,Electrical Engineering,GEN,AI,Gender-Neutral,1,3558.0,0.0,2021
IIT-Bombay,Computer Science and Engineering,GEN,AI,Gender-Neutral,2,67.0,0.0,2021
NIT-Jaipur,Architecture,OBC-NCL,OS,Gender-Neutral,1,399.0,0.0,2021
NIT-Allahabad,Production and Industrial Engineering,OBC-NCL,HS,Gender-Neutral,1,8958.0,0.0,2021
NIT-Durgapur,Mechanical Engineering,GEN,OS,Gender-Neutral,1,22377.0,0.0,2021
NIT-Durgapur,Metallurgical and Materials Engineering,GEN,HS,Gender-Neutral,1,35604.0,0.0,2021
NIT-Manipur,Mechanical Engineering,GEN,OS,Gender-Neutral,1,39521.0,0.0,2021
IIT-Guwahati,Electronics and Electrical Engineering,SC,AI,Female-Only,1,1402.0,0.0,2021
IIT-Ropar,Computer Science and Engineering,SC,AI,Gender-Neutral,1,485.0,0.0,2021
IIT-Kanpur,Mathematics and Scientific Computing,SC,AI,Gender-Neutral,2,612.0,0.0,2021
IIT-Kharagpur,Electrical Engineering,GEN,AI,Gender-Neutral,7,1230.6666666666667,165.44586224301088,2019
IIT-Roorkee,Architecture,GEN,AI,Female-Only,7,16299.0,4750.343356011226,2019
IIT-(BHU) Varanasi,Industrial Chemistry,GEN,AI,Female-Only,7,14956.5,1965.0497449174156,2019
IIT-Jodhpur,Bio Engineering,GEN,AI,Female-Only,7,19143.0,0.0,2019
NIT-Jaipur,Metallurgical and Materials Engineering,GEN,OS,Female-Only,7,37677.0,0.0,2019
NIT-Calicut,Materials Science and Engineering,GEN,OS,Gender-Neutral,7,32855.0,0.0,2019
NIT-Calicut,Electrical and Electronics Engineering,GEN,OS,Gender-Neutral,7,11908.0,0.0,2019
NIT-Karnataka-Surathkal,Information Technology,GEN,HS,Female-Only,7,8630.0,0.0,2019
NIT-Sikkim,Mechanical Engineering,GEN,OS,Gender-Neutral,7,35772.0,0.0,2019
NIT-Manipur,Mechanical Engineering,GEN,OS,Female-Only,7,51682.0,0.0,2019
NIT-Tiruchirappalli,Production Engineering,GEN,OS,Gender-Neutral,7,19626.0,0.0,2019
NIT-Uttarakhand,Computer Science and Engineering,GEN,HS,Gender-Neutral,7,23875.0,0.0,2019
NIT-Warangal,Computer Science and Engineering,GEN,HS,Gender-Neutral,7,2977.0,0.0,2019
NIT-Goa,Civil Engineering,OBC-NCL,OS,Gender-Neutral,1,10030.0,0.0,2021
IIT-Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,GEN-EWS,AI,Female-Only,1,1035.0,0.0,2021
IIT-Roorkee,Mathematics & Computing,GEN-EWS,AI,Female-Only,1,623.0,0.0,2021
IIT-Jodhpur,Mechanical Engineering,GEN-EWS,AI,Female-Only,1,2982.0,0.0,2021
IIT-(BHU) Varanasi,Architecture,GEN-EWS,AI,Gender-Neutral,1,2593.0,0.0,2021
IIT-Madras,Engineering Design,GEN-EWS,AI,Gender-Neutral,2,900.0,0.0,2021
IIT-Delhi,Textile Technology,OBC-NCL,AI,Gender-Neutral,2,3154.0,0.0,2021
IIT-Madras,Engineering Physics,OBC-NCL,AI,Gender-Neutral,2,1542.0,0.0,2021
IIT-Roorkee,Physics,GEN,AI,Female-Only,1,9605.0,0.0,2021
IIT-Hyderabad,Industrial Chemistry,GEN,AI,Female-Only,1,11348.0,0.0,2021
IIT-Dharwad,Engineering Physics,GEN,AI,Gender-Neutral,1,10372.0,0.0,2021
IIT-Kanpur,Earth Sciences,GEN,AI,Gender-Neutral,2,9318.0,0.0,2021
NIT-Delhi,Electrical and Electronics Engineering,OBC-NCL,OS,Female-Only,1,11123.0,0.0,2021
NIT-Patna,Civil Engineering,OBC-NCL,OS,Gender-Neutral,1,10561.0,0.0,2021
NIT-Raipur,Civil Engineering,OBC-NCL,HS,Gender-Neutral,1,17661.0,0.0,2021
NIT-Goa,Electrical and Electronics Engineering,GEN,OS,Gender-Neutral,1,17611.0,0.0,2021
NIT-Karnataka-Surathkal,Mechanical Engineering,GEN,OS,Female-Only,1,17954.0,0.0,2021
IIT-Delhi,Engineering and Computational Mechanics,SC,AI,Female-Only,1,1465.0,0.0,2021
IIT-Hyderabad,Computational Engineering,SC,AI,Gender-Neutral,1,297.0,0.0,2021
IIT-Kanpur,Earth Sciences,GEN,AI,Female-Only,7,12410.5,1827.8710293672254,2019
IIT-Madras,Civil Engineering,GEN,AI,Gender-Neutral,7,4361.2,664.6147004091921,2019
NIT-Jalandhar,Instrumentation and Control Engineering,GEN,OS,Gender-Neutral,7,30299.0,0.0,2019
NIT-Calicut,Bio Technology,GEN,HS,Female-Only,7,39048.0,0.0,2019
NIT-Calicut,Electronics and Communication Engineering,GEN,OS,Gender-Neutral,7,8378.0,0.0,2019
IIT-Delhi,Biotechnology and Biochemical Engineering,GEN-EWS,AI,Female-Only,1,2356.0,0.0,2021
IIT-Hyderabad,Civil Engineering,GEN-EWS,AI,Female-Only,1,2585.0,0.0,2021
IIT-Ropar,Computer Science and Engineering,GEN-EWS,AI,Female-Only,1,1079.0,0.0,2021
IIT-Madras,Biological Engineering,OBC-NCL,AI,Gender-Neutral,1,3377.0,0.0,2021
IIT-Patna,Mathematics and Computing,OBC-NCL,AI,Gender-Neutral,1,1919.0,0.0,2021
IIT-Madras,Computer Science and Engineering,GEN,AI,Female-Only,1,644.0,0.0,2021
IIT-Kharagpur,Metallurgical and Materials Engineering,GEN,AI,Female-Only,2,13034.5,1300.8823229569296,2021
IIT-Madras,Chemical Engineering,GEN,AI,Female-Only,2,7696.0,0.0,2021
NIT-Goa,Mechanical Engineering,OBC-NCL,OS,Gender-Neutral,1,8384.0,0.0,2021
NIT-Kurukshetra,Electronics and Communication Engineering,OBC-NCL,HS,Female-Only,1,10464.0,0.0,2021
NIT-Bhopal,Civil Engineering,GEN,OS,Female-Only,1,36554.0,0.0,2021
NIT-Agartala,Mechanical Engineering,GEN,HS,Female-Only,1,131698.0,0.0,2021
NIT-Nagaland,Computer Science and Engineering,GEN,OS,Gender-Neutral,1,23101.0,0.0,2021
NIT-Mizoram,Electrical and Electronics Engineering,GEN,OS,Female-Only,1,42434.0,0.0,2021
IIT-Bombay,Energy Engineering with M.Tech. in Energy Systems Engineering,SC,AI,Gender-Neutral,2,1288.0,0.0,2021
IIT-Delhi,Electrical Engineering,SC,AI,Female-Only,2,712.0,0.0,2021
IIT-Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,SC,AI,Gender-Neutral,2,451.0,0.0,2021
IIT-Kharagpur,Metallurgical and Materials Engineering,SC,AI,Gender-Neutral,2,1789.5,207.32648824323616,2021
IIT-Madras,Electrical Engineering,SC,AI,Gender-Neutral,2,366.0,0.0,2021
IIT-Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and SystemsEngineering and Management,GEN,AI,Gender-Neutral,7,5177.0,0.0,2019
NIT-Allahabad,Electrical Engineering,GEN,HS,Female-Only,7,16818.0,0.0,2019
NIT-Raipur,Bio Medical Engineering,GEN,OS,Gender-Neutral,7,45781.0,0.0,2019
IIT-Madras,Physics,GEN-EWS,AI,Gender-Neutral,1,1240.0,0.0,2021
IIT-Roorkee,Metallurgical and Materials Engineering,GEN-EWS,AI,Gender-Neutral,1,1170.0,0.0,2021
IIT-(BHU) Varanasi,Ceramic Engineering,GEN-EWS,AI,Female-Only,1,3829.0,0.0,2021
IIT-Delhi,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,2,48.0,18.800386843215367,2021
IIT-Kharagpur,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,2,79.5,30.81174510415852,2021
IIT-Kharagpur,Mining Engineering,GEN-EWS,AI,Female-Only,2,2918.0,0.0,2021
IIT-Roorkee,Physics,GEN-EWS,AI,Gender-Neutral,2,1624.0,0.0,2021
IIT-Madras,Physics,OBC-NCL,AI,Female-Only,1,4348.0,0.0,2021
IIT-Roorkee,Chemical Engineering,OBC-NCL,AI,Female-Only,2,5411.0,0.0,2021
IIT-Kharagpur,Physics,GEN,AI,Gender-Neutral,1,5953.0,0.0,2021
IIT-Roorkee,Electronics and Communication Engineering,GEN,AI,Gender-Neutral,1,1383.0,0.0,2021
IIT-Bhubaneswar,Mechanical Engineering,GEN,AI,Gender-Neutral,1,7586.0,0.0,2021
IIT-Jammu,Civil Engineering,GEN,AI,Gender-Neutral,1,12909.0,0.0,2021
IIT-Bombay,Mechanical Engineering,GEN,AI,Gender-Neutral,2,1234.0,0.0,2021
IIT-Delhi,Production and Industrial Engineering,GEN,AI,Gender-Neutral,2,3202.0,0.0,2021
NIT-Allahabad,Computer Science and Engineering,OBC-NCL,OS,Gender-Neutral,1,975.0,0.0,2021
NIT-Allahabad,Mechanical Engineering,OBC-NCL,HS,Female-Only,1,12817.0,0.0,2021
NIT-Jamshedpur,Metallurgical and Materials Engineering,OBC-NCL,OS,Gender-Neutral,1,11454.0,0.0,2021
NIT-Mizoram,Computer Science and Engineering,OBC-NCL,OS,Female-Only,1,9771.0,0.0,2021
NIT-Srinagar,Chemical Engineering,OBC-NCL,OS,Gender-Neutral,1,13110.0,0.0,2021
NIT-Bhopal,Electrical Engineering,GEN,OS,Gender-Neutral,1,15565.0,0.0,2021
NIT-Calicut,Chemical Engineering,GEN,HS,Gender-Neutral,1,29272.0,0.0,2021
NIT-Jamshedpur,Electronics and Communication Engineering,GEN,OS,Female-Only,1,19466.0,0.0,2021
NIT-Rourkela,Industrial Design,GEN,HS,Gender-Neutral,1,43482.0,0.0,2021
NIT-Silchar,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,1,35446.0,0.0,2021
IIT-Roorkee,Chemical Engineering,SC,AI,Gender-Neutral,1,1321.0,0.0,2021
IIT-Bhubaneswar,Electrical Engineering,SC,AI,Gender-Neutral,1,1375.0,0.0,2021
IIT-Gandhinagar,Mechanical Engineering,SC,AI,Female-Only,1,2563.0,0.0,2021
IIT-Kharagpur,Aerospace Engineering,GEN,AI,Gender-Neutral,7,3833.3333333333335,368.608012211708,2019
NIT-Jaipur,Electronics and Communication Engineering,GEN,OS,Female-Only,7,14157.0,0.0,2019
NIT-Calicut,Production Engineering,GEN,HS,Gender-Neutral,7,42435.0,0.0,2019
NIT-Hamirpur,Electronics and Communication Engineering,GEN,OS,Female-Only,7,23388.0,213.54624791833734,2019
IIT-Kharagpur,Electronics and Electrical Communication Engineering,GEN-EWS,AI,Female-Only,1,445.0,0.0,2021
IIT-Jodhpur,Computer Science and Engineering,GEN-EWS,AI,Female-Only,1,1080.0,0.0,2021
IIT-Bombay,Electrical Engineering,GEN,AI,Gender-Neutral,1,607.5,195.83736295016007,2021
IIT-Bhubaneswar,Civil Engineering and M. Tech. in Structural Engineering,GEN,AI,Gender-Neutral,1,11262.0,0.0,2021
IIT-Tirupati,Civil Engineering,GEN,AI,Gender-Neutral,1,11749.0,0.0,2021
IIT-Bombay,Economics,GEN,AI,Gender-Neutral,2,1910.0,0.0,2021
IIT-Roorkee,Metallurgical and Materials Engineering,GEN,AI,Gender-Neutral,2,6471.0,0.0,2021
NIT-Jamshedpur,Electronics and Communication Engineering,OBC-NCL,OS,Female-Only,1,8127.0,0.0,2021
NIT-Agartala,Production Engineering,GEN,OS,Female-Only,1,51737.0,0.0,2021
NIT-Hamirpur,Materials Science and Engineering,GEN,OS,Gender-Neutral,1,35977.0,0.0,2021
NIT-Meghalaya,Computer Science and Engineering,GEN,HS,Gender-Neutral,1,91463.0,0.0,2021
IIT-Roorkee,Civil Engineering,GEN,AI,Female-Only,7,9246.0,1609.3750339805822,2019
IIT-(BHU) Varanasi,Computer Science and Engineering,GEN,AI,Female-Only,7,2361.75,494.52022203343716,2019
IIT-(ISM) Dhanbad,Mining Engineering,GEN,AI,Gender-Neutral,7,9992.0,567.1516552034385,2019
IIT-Bhubaneswar,Civil Engineering,GEN,AI,Female-Only,7,12844.0,2828.42712474619,2019
IIT-Tirupati,Electrical Engineering,GEN,AI,Female-Only,7,9676.5,65.76093065034893,2019
IIT-Goa,Mathematics and Computing,GEN,AI,Female-Only,7,9096.0,0.0,2019
NIT-Allahabad,Chemical Engineering,GEN,HS,Female-Only,7,19642.0,0.0,2019
NIT-Allahabad,Mechanical Engineering,GEN,OS,Female-Only,7,23254.0,0.0,2019
NIT-Sikkim,Electrical and Electronics Engineering,GEN,OS,Gender-Neutral,7,36564.0,0.0,2019
NIT-Rourkela,Metallurgical and Materials Engineering,GEN,OS,Female-Only,7,33022.0,0.0,2019
NIT-Rourkela,Life Science,GEN,HS,Gender-Neutral,7,64814.0,0.0,2019
IIT-Roorkee,Chemical Sciences,GEN-EWS,AI,Female-Only,1,3874.0,0.0,2021
IIT-Kanpur,Earth Sciences,GEN-EWS,AI,Female-Only,2,3080.0,0.0,2021
IIT-Bombay,Economics,OBC-NCL,AI,Female-Only,1,2832.0,0.0,2021
IIT-Delhi,Materials Engineering,OBC-NCL,AI,Gender-Neutral,1,2337.0,0.0,2021
IIT-Guwahati,Chemical Science and Technology,OBC-NCL,AI,Gender-Neutral,1,3020.0,0.0,2021
IIT-Kharagpur,Chemical Engineering,GEN,AI,Gender-Neutral,1,4423.0,508.654910702549,2021
IIT-Roorkee,Chemical Sciences,GEN,AI,Female-Only,1,16557.0,0.0,2021
IIT-(BHU) Varanasi,Mathematics and Computing,GEN,AI,Gender-Neutral,1,1911.0,0.0,2021
IIT-Kharagpur,Computer Science and Engineering,GEN,AI,Female-Only,2,1198.0,317.5176444631929,2021
NIT-Agartala,Electronics and Communication Engineering,OBC-NCL,OS,Gender-Neutral,1,7853.0,0.0,2021
NIT-Calicut,Chemical Engineering,OBC-NCL,HS,Gender-Neutral,1,10014.0,0.0,2021
NIT-Calicut,Civil Engineering,OBC-NCL,OS,Female-Only,1,12521.0,0.0,2021
NIT-Calicut,Engineering Physics,OBC-NCL,OS,Gender-Neutral,1,6147.0,0.0,2021
NIT-Goa,Civil Engineering,OBC-NCL,GO,Gender-Neutral,1,102191.0,0.0,2021
NIT-Meghalaya,Electronics and Communication Engineering,OBC-NCL,OS,Female-Only,1,11145.0,0.0,2021
NIT-Raipur,Bio Medical Engineering,OBC-NCL,HS,Gender-Neutral,1,26698.0,0.0,2021
NIT-Bhopal,Electrical Engineering,GEN,HS,Gender-Neutral,1,17667.0,0.0,2021
NIT-Allahabad,Mechanical Engineering,GEN,OS,Gender-Neutral,1,15190.0,0.0,2021
NIT-Karnataka-Surathkal,Computer Science and Engineering,GEN,OS,Gender-Neutral,1,618.0,0.0,2021
NIT-Meghalaya,Civil Engineering,GEN,OS,Gender-Neutral,1,40078.0,0.0,2021
IIT-(ISM) Dhanbad,Computer Science and Engineering,SC,AI,Female-Only,1,1359.0,0.0,2021
IIT-Kharagpur,Chemical Engineering,GEN,AI,Gender-Neutral,7,3674.8333333333335,594.3801533250136,2019
IIT-Hyderabad,Civil Engineering,GEN,AI,Gender-Neutral,7,6039.333333333333,295.3647462601678,2019
NIT-Allahabad,Bio Technology,GEN,HS,Gender-Neutral,7,29475.0,0.0,2019
NIT-Calicut,Architecture,GEN,HS,Gender-Neutral,7,1668.0,0.0,2019
NIT-Durgapur,Metallurgical and Materials Engineering,GEN,HS,Gender-Neutral,7,43834.0,0.0,2019
NIT-Patna,Chemistry,GEN,OS,Gender-Neutral,7,45580.0,0.0,2019
NIT-Tiruchirappalli,Mechanical Engineering,GEN,HS,Gender-Neutral,7,14600.0,0.0,2019
IIT-Hyderabad,Artificial Intelligence,GEN-EWS,AI,Gender-Neutral,1,97.0,0.0,2021
IIT-Bhubaneswar,Civil Engineering and M.Tech. in Environmental Engineering,GEN-EWS,AI,Gender-Neutral,1,1812.0,0.0,2021
IIT-Roorkee,Geophysical Technology,GEN-EWS,AI,Female-Only,2,3202.0,0.0,2021
IIT-Madras,Civil Engineering,OBC-NCL,AI,Female-Only,1,4541.0,0.0,2021
IIT-Guwahati,Data Science and Artificial Intelligence,OBC-NCL,AI,Gender-Neutral,1,384.0,0.0,2021
IIT-Mandi,Civil Engineering,OBC-NCL,AI,Gender-Neutral,1,4109.0,0.0,2021
IIT-Dharwad,Mechanical Engineering,OBC-NCL,AI,Female-Only,1,8481.0,0.0,2021
IIT-Kanpur,Physics,OBC-NCL,AI,Gender-Neutral,2,3387.0,0.0,2021
IIT-Patna,Mathematics and Computing,GEN,AI,Gender-Neutral,1,4555.0,0.0,2021
IIT-Jodhpur,Materials Engineering,GEN,AI,Female-Only,1,20669.0,0.0,2021
IIT-Goa,Mechanical Engineering,GEN,AI,Female-Only,1,17647.0,0.0,2021
IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,GEN,AI,Gender-Neutral,1,11297.0,0.0,2021
NIT-Karnataka-Surathkal,Chemical Engineering,OBC-NCL,HS,Gender-Neutral,1,7173.0,0.0,2021
NIT-Kurukshetra,Production and Industrial Engineering,OBC-NCL,HS,Gender-Neutral,1,13530.0,0.0,2021
NIT-Mizoram,Civil Engineering,OBC-NCL,OS,Female-Only,1,18342.0,0.0,2021
NIT-Srinagar,Civil Engineering,OBC-NCL,JK,Female-Only,1,185371.0,0.0,2021
NIT-Jalandhar,Bio Technology,GEN,OS,Gender-Neutral,1,35798.0,0.0,2021
NIT-Durgapur,Mechanical Engineering,GEN,HS,Female-Only,1,30315.0,0.0,2021
NIT-Karnataka-Surathkal,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,1,4740.0,0.0,2021
NIT-Manipur,Computer Science and Engineering,GEN,OS,Gender-Neutral,1,22159.0,0.0,2021
NIT-Mizoram,Mechanical Engineering,GEN,HS,Female-Only,1,567860.0,0.0,2021
NIT-Rourkela,Ceramic Engineering,GEN,HS,Gender-Neutral,1,41811.0,0.0,2021
IIT-Madras,Electrical Engineering,SC,AI,Gender-Neutral,1,366.0,0.0,2021
IIT-Madras,Metallurgical and Materials Engineering,SC,AI,Female-Only,1,2411.0,0.0,2021
IIT-Kanpur,Civil Engineering,SC,AI,Female-Only,2,2470.0,0.0,2021
IIT-Roorkee,Biosciences and Bioengineering,SC,AI,Gender-Neutral,2,1929.0,0.0,2021
IIT-Kharagpur,Physics,GEN,AI,Female-Only,7,12225.0,1668.7720036002522,2019
IIT-Kharagpur,Quality Engineering Design and Manufacturing,GEN,AI,Gender-Neutral,7,5052.666666666667,630.46755137226,2019
IIT-Kanpur,Computer Science and Engineering,GEN,AI,Female-Only,7,747.5,242.5376259469858,2019
IIT-Indore,Electrical Engineering,GEN,AI,Female-Only,7,6393.0,1624.9313831666861,2019
IIT-Jodhpur,Electrical Engineering,GEN,AI,Gender-Neutral,7,6058.666666666667,135.69205331681488,2019
IIT-Goa,Electrical Engineering,GEN,AI,Gender-Neutral,7,7265.333333333333,241.3013330533699,2019
NIT-Puducherry,Mechanical Engineering,GEN,OS,Female-Only,7,34225.0,0.0,2019
IIT-Delhi,Mathematics and Computing,GEN-EWS,AI,Female-Only,1,230.0,0.0,2021
IIT-Roorkee,Geophysical Technology,GEN-EWS,AI,Gender-Neutral,1,1556.0,0.0,2021
IIT-Guwahati,Electronics and Electrical Engineering,GEN-EWS,AI,Gender-Neutral,1,350.0,0.0,2021
IIT-Indore,Civil Engineering,GEN-EWS,AI,Gender-Neutral,1,1238.0,0.0,2021
IIT-Bhubaneswar,Electronics and Communication Engineering,GEN-EWS,AI,Female-Only,1,1101.0,0.0,2021
IIT-Roorkee,Mathematics & Computing,OBC-NCL,AI,Female-Only,1,2767.0,0.0,2021
IIT-Roorkee,Production and Industrial Engineering,OBC-NCL,AI,Gender-Neutral,1,2698.0,0.0,2021
IIT-Bhubaneswar,Computer Science and Engineering,GEN,AI,Gender-Neutral,1,2443.0,278.87240484102796,2021
IIT-Ropar,Electrical Engineering,GEN,AI,Gender-Neutral,1,4731.0,0.0,2021
IIT-Goa,Mechanical Engineering,GEN,AI,Gender-Neutral,1,9988.0,0.0,2021
IIT-(ISM) Dhanbad,Engineering Physics,GEN,AI,Gender-Neutral,1,8644.0,0.0,2021
IIT-Delhi,Electrical Engineering,GEN,AI,Female-Only,2,1586.0,0.0,2021
IIT-Kanpur,Civil Engineering,GEN,AI,Gender-Neutral,2,5210.0,0.0,2021
NIT-Bhopal,Planning,OBC-NCL,OS,Gender-Neutral,1,217.0,0.0,2021
NIT-Sikkim,Computer Science and Engineering,OBC-NCL,HS,Female-Only,1,63985.0,0.0,2021
NIT-Jaipur,Metallurgical and Materials Engineering,GEN,OS,Gender-Neutral,1,29377.0,0.0,2021
NIT-Karnataka-Surathkal,Mechanical Engineering,GEN,HS,Female-Only,1,18637.0,0.0,2021
NIT-Puducherry,Electrical and Electronics Engineering,GEN,HS,Gender-Neutral,1,125758.0,0.0,2021
NIT-Kurukshetra,Information Technology,GEN,HS,Gender-Neutral,1,9497.0,0.0,2021
NIT-Rourkela,Bio Medical Engineering,GEN,OS,Female-Only,1,30106.0,0.0,2021
NIT-Rourkela,Physics,GEN,HS,Gender-Neutral,1,36565.0,0.0,2021
IIT-Kanpur,Chemical Engineering,SC,AI,Female-Only,1,2027.0,0.0,2021
IIT-(BHU) Varanasi,Electrical Engineering,SC,AI,Gender-Neutral,1,845.0,0.0,2021
IIT-(ISM) Dhanbad,Petroleum Engineering,SC,AI,Gender-Neutral,1,2171.0,0.0,2021
IIT-Kharagpur,Instrumentation Engineering,SC,AI,Female-Only,2,2115.0,0.0,2021
IIT-Kharagpur,Computer Science and Engineering,GEN,AI,Female-Only,7,1006.5,423.15048544617474,2019
IIT-Roorkee,Geological Technology,GEN,AI,Gender-Neutral,7,8795.333333333334,1737.8887574679034,2019
IIT-Jammu,Civil Engineering,GEN,AI,Female-Only,7,15834.5,3704.5324266363223,2019
NIT-Raipur,Chemical Engineering,GEN,OS,Gender-Neutral,7,32930.0,0.0,2019
IIT-Guwahati,Mechanical Engineering,GEN-EWS,AI,Gender-Neutral,1,681.0,0.0,2021
IIT-Jammu,Computer Science and Engineering,GEN-EWS,AI,Female-Only,1,2047.0,0.0,2021
IIT-Madras,Civil Engineering,GEN-EWS,AI,Gender-Neutral,2,828.0,0.0,2021
IIT-Kharagpur,Exploration Geophysics,OBC-NCL,AI,Gender-Neutral,1,4774.0,0.0,2021
IIT-Hyderabad,Biomedical Engineering,GEN,AI,Female-Only,1,11183.0,0.0,2021
IIT-Patna,Artificial Intelligence and Data Science,GEN,AI,Gender-Neutral,1,3623.0,0.0,2021
IIT-Kanpur,Mechanical Engineering,GEN,AI,Gender-Neutral,2,2684.0,0.0,2021
NIT-Allahabad,Electronics and Communication Engineering,OBC-NCL,HS,Gender-Neutral,1,2986.0,0.0,2021
NIT-Allahabad,Electronics and Communication Engineering,OBC-NCL,HS,Female-Only,1,5415.0,0.0,2021
NIT-Raipur,Electrical Engineering,OBC-NCL,HS,Gender-Neutral,1,13448.0,0.0,2021
NIT-Silchar,Electronics and Communication Engineering,OBC-NCL,HS,Gender-Neutral,1,18982.0,0.0,2021
IIT-Bhubaneswar,Computer Science and Engineering,SC,AI,Female-Only,1,910.0,0.0,2021
IIT-Bombay,Mechanical Engineering and M.Tech. in Computer IntegratedManufacturing,GEN,AI,Gender-Neutral,7,1294.0,0.0,2019
IIT-Madras,Chemical Engineering,GEN,AI,Female-Only,7,5787.0,742.3658127904329,2019
IIT-Roorkee,Electrical Engineering,GEN,AI,Female-Only,7,3841.5,611.6473657263637,2019
IIT-Mandi,Bio Engineering,GEN,AI,Female-Only,7,19319.0,0.0,2019
NIT-Durgapur,Electronics and Communication Engineering,GEN,OS,Female-Only,7,18662.0,0.0,2019
NIT-Hamirpur,Mechanical Engineering,GEN,HS,Gender-Neutral,7,67839.0,0.0,2019
NIT-Rourkela,Ceramic Engineering,GEN,HS,Gender-Neutral,7,51016.0,0.0,2019
NIT-Srinagar,Computer Science and Engineering,GEN,HS,Gender-Neutral,7,37374.0,0.0,2019
IIT-Kharagpur,Metallurgical and Materials Engineering,GEN-EWS,AI,Gender-Neutral,1,1178.0,73.11261550139308,2021
IIT-(ISM) Dhanbad,Mathematics and Computing,GEN-EWS,AI,Gender-Neutral,1,658.0,0.0,2021
IIT-Madras,Naval Architecture and Ocean Engineering,GEN-EWS,AI,Female-Only,2,2402.0,0.0,2021
IIT-Bombay,Electrical Engineering,OBC-NCL,AI,Gender-Neutral,1,381.5,118.54688370583023,2021
IIT-Kharagpur,Civil Engineering,OBC-NCL,AI,Gender-Neutral,1,2390.0,0.0,2021
IIT-Kharagpur,Electrical Engineering,OBC-NCL,AI,Gender-Neutral,1,772.0,0.0,2021
IIT-Guwahati,Chemical Engineering,OBC-NCL,AI,Female-Only,1,5662.0,0.0,2021
IIT-Goa,Mathematics and Computing,GEN,AI,Female-Only,1,10873.0,0.0,2021
IIT-(ISM) Dhanbad,Mineral and Metallurgical Engineering,GEN,AI,Female-Only,1,20458.0,0.0,2021
IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,GEN,AI,Female-Only,2,16452.0,0.0,2021
NIT-Bhopal,Mathematics and Data Science,OBC-NCL,OS,Gender-Neutral,1,4817.0,0.0,2021
NIT-Agartala,Electrical Engineering,GEN,OS,Female-Only,1,39848.0,0.0,2021
NIT-Goa,Computer Science and Engineering,GEN,HS,Gender-Neutral,1,39030.0,0.0,2021
NIT-Hamirpur,Engineering Physics,GEN,HS,Gender-Neutral,1,71756.0,0.0,2021
NIT-Raipur,Bio Technology,GEN,HS,Gender-Neutral,1,71929.0,0.0,2021
NIT-Jamshedpur,Computer Science and Engineering,GEN,OS,Female-Only,1,13058.0,0.0,2021
IIT-(BHU) Varanasi,Civil Engineering,SC,AI,Gender-Neutral,1,1850.0,142.0473672598494,2021
IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,SC,AI,Gender-Neutral,2,449.0,0.0,2021
IIT-Madras,Biological Engineering,GEN,AI,Female-Only,7,9378.0,1148.3414126469531,2019
IIT-Guwahati,Mechanical Engineering,GEN,AI,Female-Only,7,7702.5,1868.883222676045,2019
IIT-Gandhinagar,Electrical Engineering,GEN,AI,Female-Only,7,6324.5,1004.7987360660841,2019
NIT-Bhopal,Mechanical Engineering,GEN,OS,Gender-Neutral,7,18418.0,0.0,2019
IIT-Kharagpur,Mathematics and Computing,GEN-EWS,AI,Gender-Neutral,1,239.0,0.0,2021
IIT-Madras,Biological Engineering,GEN-EWS,AI,Gender-Neutral,1,1517.0,0.0,2021
IIT-Hyderabad,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,1,344.0,0.0,2021
IIT-(BHU) Varanasi,Engineering Physics,GEN-EWS,AI,Gender-Neutral,1,1305.0,0.0,2021
IIT-(BHU) Varanasi,Mechanical Engineering,GEN-EWS,AI,Gender-Neutral,1,911.5,67.36805285485505,2021
IIT-(ISM) Dhanbad,Applied Geophysics,GEN-EWS,AI,Female-Only,1,4075.0,0.0,2021
IIT-Bombay,Chemical Engineering,GEN-EWS,AI,Gender-Neutral,2,413.0,0.0,2021
IIT-Delhi,Biotechnology and Biochemical Engineering,GEN-EWS,AI,Female-Only,2,2356.0,0.0,2021
IIT-Kanpur,Earth Sciences,GEN-EWS,AI,Gender-Neutral,2,1492.0,0.0,2021
IIT-Mandi,Engineering Physics,OBC-NCL,AI,Female-Only,1,8606.0,0.0,2021
IIT-Delhi,Engineering and Computational Mechanics,OBC-NCL,AI,Gender-Neutral,2,894.0,0.0,2021
IIT-Madras,Physics,OBC-NCL,AI,Female-Only,2,4348.0,0.0,2021
